adult,belongs_to,budget,genres,homepage,id,name,year,poster_path,overview
False,,65000000,Adventure Fantasy Family,,8844,Jumanji,1995-12-15,/vzmL6fP7aPKNKPRTFnZmiUfciyV.jpg,When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into t...
False,,16000000,Comedy Drama Romance,,31357,Waiting to Exhale,1995-12-22,/16XOMpEaLWkrcPqSQqhTmeJuqQl.jpg,Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive "good man" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo ...
False,,16000000,Adventure Comedy Family,,17414,Dunston Checks In,1996-01-12,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant na...
False,,8169363,Crime Drama Thriller,,2086,Nick of Time,1995-11-22,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sin...
False,,47000000,Drama Horror Thriller Romance,,9095,Mary Reilly,1996-02-23,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.
False,,14000000,Comedy Horror Romance,,12158,Vampire in Brooklyn,1995-10-26,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half...
False,,50000000,Action Adventure Drama Thriller,,9208,Broken Arrow,1996-02-09,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the m...
False,,3000000,Drama,,406,La Haine,1995-05-31,/jTzBED0leGPwWDqNewye11qzJgd.jpg,Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, thei...
False,,7000000,Comedy Crime Drama,,13685,Bottle Rocket,1996-02-21,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained sch...
False,,18000000,Drama Mystery Science Fiction Thriller,,2045,Unforgettable,1996-02-23,/qQek3X5Yv0iLZqQ98KWIKtE3x4m.jpg,Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself ...
False,,12000000,Comedy,,9614,Happy Gilmore,1996-02-16,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can ...
False,,24000000,Drama Romance,,688,The Bridges of Madison County,1995-05-28,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
False,,72000000,Action Drama History War,,197,Braveheart,1995-05-24,/2qAgGeYdLjelOEqjW9FYvPHpplC.jpg,Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, event...
False,,1300000,Crime Drama,,103,Taxi Driver,1976-02-07,/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescen...
False,,7500000,Crime Action Comedy Thriller,,33542,紅番區,1995-01-30,/y7AxKPPCtZyrGQKvxzn5zTQ8wFm.jpg,Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, K...
False,,35000000,Drama Thriller,,43566,Before and After,1996-02-23,/yTDzXDKNGlmGYk5HuEeZUAypo1p.jpg,Two parents deal with the effects when their son is accused of murdering his girlfriend.
False,,13365000,Comedy,,43612,Le Bonheur est dans le pré,1995-01-31,/4PlYwKSqsjKFr4hjh61KukRIRvy.jpg,Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then...
False,,25000000,Comedy Drama,,78406,Steal Big Steal Little,1995-09-29,/dMSEHHiHaCS5lZ7gfkuAH701sBW.jpg,Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona ...
False,,40000000,Comedy Romance,,11066,Boomerang,1992-06-30,/3dDufFHAuVXpfMdXkDUC0M0Y5TL.jpg,Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same wa...
False,,7000000,Comedy Romance,,2074,Flirting with Disaster,1996-03-22,/pxxYa68L05ZR4vMwc6yB8KqXslo.jpg,Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his w...
False,,50000000,Action Thriller Mystery Romance,,11863,Jade,1995-10-13,/koKHFZ0FYd7yG1g3RphU6TQRVOg.jpg,Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover...
False,,60000000,Drama Romance,,9302,Up Close & Personal,1996-03-01,/bxRJQjCsJu6j4lvphjVJ5knNebs.jpg,Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, vete...
False,,31000000,Comedy,,11000,The Birdcage,1996-03-08,/wRTkvqRTB05gcGInsnGqVgLkb3t.jpg,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancé's right-wing moralistic parents.
False,,4000000,Romance Drama Comedy,,22279,An Awfully Big Adventure,1995-07-21,/e8YzXziAXKIqnWJbLI6OzbdkGYD.jpg,An Awfully Big Adventure is a 1995 drama film about a theatre company in Liverpool, set in 1947 and based on the 1989 novel of the same name by Beryl Bainbridge.
False,,52000000,Drama,,568,Apollo 13,1995-06-30,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of ...
False,,28000000,Adventure,,11780,Rob Roy,1995-04-13,/8O52wIIbskNl9kZnGvP9Gi4A2oN.jpg,In the highlands of Scotland in the 1700s, Rob Roy tries to lead his small town to a better future, by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen...
False,,11000000,Action Comedy,,1775,Canadian Bacon,1995-06-08,/qnKARYBofUzHkBY8x9GWSNSoota.jpg,Canadian Bacon is the only fictitious film from Director Michael Moore. This comedy is about an American president who decides to go to war to bring the public’s opinion of him up during election time...
False,,25000000,Mystery Crime Drama,,20649,Clockers,1995-09-15,/ugGhvQoGBrefqmkeBvBgT4YVCRk.jpg,Strike is a young city drug pusher under the tutelage of drug-lord Rodney Little.When a night man at a fast-food restaurant is found with four bullets in his body, Strike's older brother turns himself...
False,,50000000,Action Adventure Drama Mystery Science Fiction Thriller,,10329,Congo,1995-06-09,/wjeQaiAApgzdipkNXhQnBrqjBY9.jpg,Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior...
False,,53000000,Action Thriller Drama,,8963,Crimson Tide,1995-05-12,/oDJyDX11HW4j565vUjmFagKxDTQ.jpg,On a US nuclear missile sub, a young first officer stages a mutiny to prevent his trigger happy captain from launching his missiles before confirming his orders to do so.
False,,27000000,Drama Mystery Thriller,,8512,Devil in a Blue Dress,1995-09-15,/z0Boi5LktVxDMFnpyAqQEnYfPtM.jpg,In late 1940s Los Angeles, Easy Rawlins is an unemployed black World War II veteran with few job prospects. At a bar, Easy meets DeWitt Albright, a mysterious white man looking for someone to investig...
False,,55000000,Action Adventure Drama Romance,,6520,First Knight,1995-07-07,/8SRi8laZyPBdigx9qn7m3mriiRQ.jpg,The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to h...
False,,20000000,Action Crime Thriller Drama,,10428,Hackers,1995-09-14,/uu62T87qkLkapeuu7ArlnQ6tAap.jpg,Along with his new friends, a teenager who was arrested by the US Secret Service and banned from using a computer for writing a computer virus discovers a plot by a nefarious hacker, but they must use...
False,,25000000,Adventure Action Drama Science Fiction Thriller,,9886,Johnny Mnemonic,1995-05-26,/s9LyQtKhfUcQlZEw8hJLP6XqroO.jpg,A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.  In a dystopian 2021, Johnny (Keanu Reeves) is a data traf...
False,,90000000,Science Fiction,,9482,Judge Dredd,1995-06-30,/r17S4XlQ3Jq5U1KRovFUwU8P4aG.jpg,In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.
False,,1500000,Drama Crime,,9344,Kids,1995-07-28,/gMuV7ORN8rRfQPMImby8KRGihO2.jpg,A controversial portrayal of teens in New York City which exposes a deeply disturbing world of sex and substance abuse. The film focuses on a sexually reckless, freckle-faced boy named Telly, whose go...
False,,500000,Drama Comedy,,9071,Living in Oblivion,1995-01-20,/sWWb7tX3eEX7M0B7t89Gh9rDctX.jpg,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.
False,,6000000,Romance Comedy,,2293,Mallrats,1995-10-20,/4saVIltqkhq9is5NmD7N87Q40M.jpg,Both dumped by their girlfriends, two best friends seek refuge in the local mall.
False,,2,Thriller Foreign,,48787,Mute Witness,1995-09-28,/1AJujK1IjuyxvIG8pjmef9qJsnQ.jpg,Billy is mute, but it hasn't kept her from becoming a successful makeup artist. While in Russia, working on a film directed by her sister's boyfriend, Andy, Billy finds herself trapped in the studio o...
False,,150000,Comedy,,36196,Party Girl,1995-06-09,/iYM0EdHrcbu8rhkDKVBkDcZEo8t.jpg,Although Mary has little income, she still finds ways to spend her nights at clubs. After being arrested for throwing an illegal rave, she asks her aunt Judy for bail money. Judy then finds Mary a job...
False,,50000000,Drama History Romance,,10533,The Scarlet Letter,1995-10-13,/g46rChf49Qgq28RJ22iWwvsK7nO.jpg,Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ...
False,,42000000,Crime Drama Science Fiction Thriller,http://www.strange-days.com,281,Strange Days,1995-10-13,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he ...
False,,14000000,Thriller,,79593,The Tie That Binds,1995-09-08,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,John Netherwood and his wife Leann are fugitives who are both wanted for murder. They have a young daughter named Janie and they want her back.
False,,20000000,Drama Romance,,9560,A Walk in the Clouds,1995-08-11,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,World War II vet Paul Sutton falls for a pregnant and unwed woman who persuades him -- during their first encounter -- to pose as her husband so she can face her family.
False,,175000000,Adventure Action,,9804,Waterworld,1995-07-28,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her youn...
False,,8000000,Drama,,31611,White Man's Burden,1995-12-01,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,The story takes place in alternative America where the blacks are members of social elite, and whites are inhabitants of inner city ghettos. Louis Pinnock is a white worker in a chocolate factory, lov...
False,,30000000,Action Western,,65796,Wild Bill,1995-12-01,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.
False,,10000000,Comedy,,11017,Billy Madison,1995-02-10,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,Billy Madison is the 27 year-old son of Bryan Madison, a very rich man who has made his living in the hotel industry. Billy stands to inherit his father's empire but only if he can make it through all...
False,,21000000,Comedy Drama,,9382,Boys on the Side,1995-02-03,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York...
False,,25000000,Romance Drama Comedy,,1909,Don Juan DeMarco,1994-10-01,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his app...
False,,55000000,Drama Thriller Crime Mystery Romance,,8984,Disclosure,1994-12-09,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.
False,,45000000,Action Adventure Thriller,,4954,Drop Zone,1994-12-08,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell...
False,,18000000,Comedy Drama History,,522,Ed Wood,1994-09-27,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,The mostly true story of the legendary "worst director of all time", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.
False,,15000000,Drama Thriller,,27303,Hideaway,1995-03-03,/oVaurD05v55CklwT62uZwENXDw1.jpg,Hatch Harrison, his wife, Lindsey, and their daughter, Regina, are enjoying a pleasant drive when a car crash leaves wife and daughter unharmed but kills Hatch. However, an ingenious doctor, Jonas Nye...
False,,700000,Documentary,,14275,Hoop Dreams,1994-09-12,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,This documentary follows two inner-city Chicago residents, Arthur Agee and William Gates, as they follow their dreams of becoming basketball superstars. Beginning at the start of their high school yea...
False,,5000000,Drama Fantasy,http://www.miramax.com/movie/heavenly-creatures,1024,Heavenly Creatures,1994-09-02,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense...
False,,10500000,Comedy Family,,17207,Houseguest,1995-01-06,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,In hot water with the mob over an unpaid debt, a con man poses as a family friend in an affluent Pennsylvania suburb.
False,,120,Drama Music Romance,,13701,Immortal Beloved,1994-12-16,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,The life and death of the legendary Ludwig van Beethoven. Beside all the work he is known for, the composer once wrote a famous love letter to a nameless beloved and the movie tries to find out who th...
False,,25000000,Comedy Drama Romance,,11777,I.Q.,1994-12-24,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,Albert Einstein helps a young man who's in love with Einstein's niece to catch her attention by pretending temporarily to be a great physicist.
False,,14000000,Drama Romance,,87729,Jefferson in Paris,1995-03-31,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,His wife having recently died, Thomas Jefferson accepts the post of United States ambassador to pre-revolutionary France, though he finds it difficult to adjust to life in a country where the aristocr...
False,,60000000,Comedy Family Romance,,6280,Junior,1994-11-22,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.
False,,40000000,Action Crime Drama Thriller,,6071,Kiss of Death,1995-04-21,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall...
False,,18000000,Drama Romance,,9587,Little Women,1994-12-21,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles an...
False,,17000000,Drama Family Fantasy,,19101,A Little Princess,1995-05-10,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, M...
False,,10000000,Crime Drama,,17961,L'Enfer,1994-02-16,/9ACPvC1XFRta8SXA816C0my32TG.jpg,Paul, an irritable and stressed-out hotel manager, begins to gradually develop paranoid delusions about his wife's infidelity...
False,,2000000,Drama Romance,http://www.miramax.com/movie/like-water-for-chocolate/,18183,Como agua para chocolate,1992-04-16,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,Tita is passionately in love with Pedro, but her controlling mother forbids her from marrying him. When Pedro marries her sister, Tita throws herself into her cooking and discovers she can transfer he...
False,,30000000,Adventure Drama Romance War,,4476,Legends of the Fall,1994-12-16,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.
False,,60000000,Drama Romance,,43742,Love Affair,1994-10-21,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,Ex-football star Mike Gambril meets Terry McKay on a flight to Sydney, which is forced to land on a small atoll. They become romantic on board a ship sent to take them to a larger island. They agree t...
False,,17000000,Drama,,28313,Losing Isaiah,1995-03-17,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,Khaila Richards, a crack-addicted single mother, accidentally leaves her baby in a dumpster while high and returns the next day in a panic to find he is missing. In reality, the baby has been adopted ...
False,,45000000,Drama Horror Science Fiction Romance,,3036,Frankenstein,1994-11-04,/uG0YLHdiBuWBv99MLwthucsvKLZ.jpg,Based on Mary Shelley's novel, "Frankenstein" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bring...
